chunk_idx	page	section	text_excerpt
153	6	(vision) p.6 OCR 텍스트	[문서] 보건의료 빅데이터 사업의 개요와 단계별 추진 계획을 설명하는 문서  3 사업 내용 사업 개요 (사업 단계) 준비단계('17) - 시범사업('18~'20) - 본사업('20~)으로 추진 - 시범사업 종료 전 평가 및 본사업 여부를 결정하되, 위원회를 통해서 의견수렴 및 평가결과를 공개 (추진전략) 향후 5개년에 걸친 보건의료 빅데이터 청사진 수립 (
154	7	(vision) p.7 OCR 텍스트	[문서] 공공적 활용 원칙에 따른 4개 분야 연구 활용 방안을 제시하는 문서  활용 방안 공공적 활용 원칙 아래, 4개 분야 연구로 한정 * 구체적 범주는 위원회 논의를 통해 결정 ① 보건의료 분야 정책연구 - 보건의료 분야 정책 기획, 평가, 개선 등을 위한 연구 - 보건의료 전달체계 이용현황, 지역별 건강현황 등 보건의료 분야 정책환경을 살피기 위한 연
155	8	(vision) p.8 OCR 텍스트	[문서] 연계 데이터 활용 및 개인정보 보호 조치에 대한 내용을 설명합니다  연계 데이터 4개 공공기관(건보, 심평원, 질본, 국립암센터) 보유 데이터를 연계·활용 - 건강과 연관된 전체 데이터 중에서, 활용·분석의 안전성이 검토된 데이터에 한해서 연계·개방을 허용 - 위원회 심의를 거쳐 활용 가능 데이터를 선정, 고시를 통해 규범화 < 각 공공기관 별 개
156	9	(vision) p.9 OCR 텍스트	[문서] 보건의료 빅데이터 거버넌스 구축 및 운영 방안과 조직도를 설명하는 문서  거버넌스 보건의료 빅데이터 활용방안 및 정책방향 전반에 관해 "참여"와 "투명성"에 기반한 거버넌스를 구축·운영 - (참여) 학계·의료계·전문가·시민사회 등이 참여하는 거버넌스를 구성하고, 일반 국민이 의견을 개진할 수 있는 통로 마련 - (투명성) 빅데이터 정책 추진, 플랫
157	10	(vision) p.10 OCR 텍스트	[문서] 보건의료 빅데이터 특별법 추진 및 검토 필요사항에 대한 문서  4 [가칭] 보건의료 빅데이터 특별법 추진 □ [가칭] 보건의료 빅데이터 특별법[안] 추진 검토 ○ 보건의료의 속성, 데이터 활용 의학연구의 중요성 등 고려한 보건 의료 분야 정보보호를 목적으로 하는 특별법 제정 추진 - 현행 개인정보보호법은 “건강정보”를 하나의 분류로 규정, 종류별 
158	11	(vision) p.11 OCR 텍스트	[문서] 보건의료 빅데이터 플랫폼 구축 및 운영을 위한 세부 추진 일정  5 세부 추진 일정 O 2017년 4분기 - 시민사회단체 간담회 및 공청회 개최 - 보건의료 빅데이터 시범사업(안) 기획 - 자문위원회, 공론화 위원회 등 거버넌스 구성계획(안) 마련 - 보건의료 빅데이터 특별법안 마련 착수 O 2018년 1분기 - 보건의료 빅데이터 자문위원회 등 거
159	12	(vision) p.12 OCR 텍스트	[문서] 보건의료 빅데이터 정보보호 체계의 수립 경과와 개인정보 유출 방지 대책을 설명  붙임 1 보건의료 빅데이터 정보보호 체계 개요 < 정보보호 대책 수립 경과 > 보건의료 빅데이터 추진단 구성('17.3) 시 정보보호 분야 중요성을 인식, 정보보호·기술 분과를 별도 설치하고 정보보호·암호화 분야 전문가로 구성 (위원장) 고려대학교 정보보호대학원 한근희
160	13	(vision) p.13 OCR 텍스트	[문서] 주민번호 암호화, 보안관제 시스템, 데이터 유출 경로 탐지, 공개키 기반 암호화 등 기술적 정보보안체계 구축 방안  주민번호 일반 암호화(붙임 2 참고)를 통한 안전한 결합키 체제 활용 주민번호 또는 생년월일 등 주민번호의 일부 자리 및 기타 정보를 일반 암호화함으로써, 두 개 이상의 원천기관의 자료 결합에 활용 단순히 주민번호만을 암호화하는 기존
161	14	(vision) p.14 OCR 텍스트	[문서] 보건의료 정보보호 및 빅데이터 시스템 보안 강화 방안에 대한 내용을 담고 있습니다  발송기관(예: 건강보험공단), 수신기관(공유 플랫폼) 양자만 내용을 알 수 있도록 PKI 구조를 활용하여 데이터 전송 암호화 ㅇ 행정망을 사용하여, 인터넷망과 물리적으로 분리된 보안체계 완비 - DDoS 등 외부자의 공격을 원천적으로 차단하고, 망연계 서버를 통한 
162	15	(vision) p.15 OCR 텍스트	[문서] 주민등록번호 암호화의 기존 방식과 개편 방식을 비교하며 보안 강화 개념을 설명  붙임 2 주민등록번호 일반 암호화 개념 주민번호만을 암호화하는 기존 방식과 달리, 무작위 숫자와 함께 암호화하는 방식을 통해 해킹·유출 시에도 주민번호 추측 불가능 * Salt + Hash 방식, bcrypt, scrypt 등 활용 - 기존 방식에 비해 추측에 소요되는
163	16	(vision) p.16 OCR 텍스트	[문서] 보건의료 빅데이터의 공공적 활용 사례를 취약계층 건강권 및 사회적 건강위험 연구로 분류하여 설명  붙임 3 보건의료 빅데이터의 공공적 활용 사례 [예시] * 주요 분야별 대표적 1~2가지 유형 연구 소개 ① 취약계층 건강권 관련 연구 여성·장애인·아동·노인 등 사회적 취약계층의 건강불평등 연구 취약계층이 많이 앓고 있는 질환을 데이터로부터 도출하고
164	17	(vision) p.17 OCR 텍스트	[문서] 질환 양태 및 대책, 보건의료 전달체계, 보건·복지 정책 개선 관련 연구 목록  ③ 질환 양태 및 대책 관련 연구 감염성 질환 확산경로 연구 / 확산 실시간 감지 - 그간의 진료기록을 분석, 모든 감염성 질환의 확산경로·속도를 파악하고 확률모형화 하여 향후 감염확산에 대비 - 약제 처방 기록(DUR) 등을 활용, 준 실시간 수준으로 감염성 질환 확
165	18	(vision) p.18 OCR 텍스트	[문서] 취약계층 보건·복지 정책, 희귀·난치 질환, 의약품 부작용, 의료기술 효과비교 등 다양한 연구 주제를 나열  주요 취약계층별 보건·복지 정책 효과 모니터링 취약계층 대상 보건·복지 정책 시행 전후, 수급률과의 비교 등을 통해 건강지표에의 영향을 분석, 개선방안 도출 ⑥ 희귀·난치 질환 관련 연구 희귀·난치 질환 임상양상 연구 희귀·난치 질환 환자의
166	19	(vision) p.19 OCR 텍스트	[문서] 주요 보건의료 빅데이터 데이터셋 사례 목록을 보여주는 문서  붙임 4 주요 보건의료 빅데이터 데이터셋 사례 [예시] * 향후 구체적인 범위는 위원회 검토를 거쳐 확정 추진 병원·의약국 등 기관 데이터셋 요양기관 현황 상세내역 (심평원) 건강증진센터 이용현황, 개인 맞춤형 프로그램 현황 (건보공단) 유전·신체계측 등 환자 데이터셋 국내 보유 생물테러
167	20	(vision) p.20 OCR 텍스트	[표] 보건의료 빅데이터 관련 예산 내역을 세부적으로 보여주는 표  붙임 5 보건의료 빅데이터 관련 예산 내역 세부 예산내역 (단위 : 백만원) 구분 사업명 정부안 최종 심의액 비고 플랫폼 구축 7,731 4,601 31.30억 (40.4%) 감액 정보화 사업 분석자료 공유네트워크 2,425 (좌동) 사업관리비 77 (좌동) 소계 10,233 7,103 3
168	21	(vision) p.21 OCR 텍스트	[문서] 보건의료 빅데이터 추진 경과에 대한 선행연구, 추진단 구성, 심포지움 개최 및 의견청취 현황  붙임 6 보건의료 빅데이터 추진경과 □ 보건의료 빅데이터 추진전략 수립을 위한 선행연구 실시 ('15~'16) ○ 기본계획 수립 연구('15.11), 정보화 전략계획 (ISP) ('16.1) □ 보건의료 빅데이터 추진단 구성 ('17.3월~) ○ (구성)
169	22	(vision) p.22 OCR 텍스트	[문서] 보건의료 빅데이터 해외 사례와 각국의 전략, 법제, 활용 방안을 설명  붙임 7 보건의료 빅데이터 해외사례 국가별 기술·제도는 다소 상이하나, 데이터 기반 건강증진 정책은 공통적으로 추진 주요 선진국은 ①국가 전략 수립, ②전담 기관(플랫폼) 신설, ③서비스·데이 터 개발, ④제도 마련, ⑤R&D 지원의 사이클로 효율적인 활용 체계 구축 (미국) 
170	22	(vision) p.22 OCR 텍스트	인 단위 자료를 결합 후 비식별화하여 연구자에게 제공 (英 잉글랜드) 보건의료 데이터 활용 사업*을 추진 중이었으나, 개인 정보처리등의 미흡, 본인통지 누락 등을 이유로 폐지('1 6.7) * NHS Digital의 care.data 프로그램 (英 스코틀랜드) 제3자 신뢰방식(TTPI)이라는 방법을 활용, 연구 목적으로 빅데이터를 결합·제공하는 프로그램(S
171	23	(vision) p.23 OCR 텍스트	[문서] 보건의료 빅데이터 플랫폼의 주요 기능과 개념도를 설명하는 문서  붙임 8 보건의료 빅데이터 플랫폼 주요 기능[안] O 보건의료 빅데이터 플랫폼 개요 주요 공공기관과의 온라인 연계를 통해 기관보유 빅데이터를 실시간으로 제공받아 결합, 처리 등을 거쳐 이용자에게 제공 이용자 정책입안자·연구자, 의학연구자, 일반국민 등 핵심기능 O (자료연계) 기관별 
172	24	(vision) p.24 OCR 텍스트	[문서] 데이터 완전공개 웹사이트와 맞춤형 데이터넷 요청 웹사이트의 개요, 이용자, 핵심기능 및 플랫폼 개념도를 설명하는 문서  O 데이터 완전공개 웹사이트 개요 이용자 핵심기능 플랫폼 개념도 공공기관 ---> ---> ① 미리 잘 정리된 파일 형태의 공개 데이터 다운로드 기능 제공 ②OpenAPI 방식으로 업데이트된 최신 자료를 제공 정책입안자, 연구자 
173	25	(vision) p.25 OCR 텍스트	[문서] 메타데이터 카탈로그 웹사이트와 빅데이터 활용 선진사례 웹사이트의 개요, 이용자, 핵심기능 및 플랫폼 개념도를 설명한다.  메타데이터 카탈로그 웹사이트 개요 정부가 보유한 보건의료 데이터의 세부 메타데이터를 검색할 수 있도록 제공(통상 "완전공개 웹사이트"와 통합운영 추세) 이용자 정책입안자, 연구자 핵심기능 (카탈로그) 미국, 영국, 호주 등의 정
174	26	(vision) p.26 OCR 텍스트	[문서] 분석자료 공유·활용 네트워크의 개요, 핵심 기능, 개념도 및 활용 예시를 설명하는 문서  분석자료 공유·활용 네트워크 개요 이용자 핵심기능 민간 의료기관 및 공공기관 내 보건의료 데이터 간 “분석자료 공유·활용 네트워크” 구축 정책입안자, 연구자 ○ (개요) 연구자가 분석을 의뢰하면, 각 병원이 보유한 의료기록(EMR) 데이터에서 개인정보 이동 없
