chunk_idx	page	section	text_excerpt
12		대전광역시시설관리공단 직제 규정	개정 2008.  1. 10.  규정 제146호
13		대전광역시시설관리공단 직제 규정	개정 2009.  7.  1.  규정 제188호
14		대전광역시시설관리공단 직제 규정	개정 2009. 12. 28.  규정 제202호
15		대전광역시시설관리공단 직제 규정	개정 2010. 10. 18.  규정 제217호
16		대전광역시시설관리공단 직제 규정	개정 2010. 10. 27.  규정 제218호
17		대전광역시시설관리공단 직제 규정	개정 2010. 12. 29.  규정 제221호
18		대전광역시시설관리공단 직제 규정	개정 2011. 12. 30.  규정 제233호
19		대전광역시시설관리공단 직제 규정	개정 2012.  4. 17.  규정 제239호
20		대전광역시시설관리공단 직제 규정	전부개정 2012. 12. 27.  규정 제252호
21		대전광역시시설관리공단 직제 규정	개정 2013.  8. 22.  규정 제261호
22		대전광역시시설관리공단 직제 규정	개정 2013. 12. 26.  규정 제262호
23		대전광역시시설관리공단 직제 규정	타)개정 2013. 12. 26.  규정 제267호
24		대전광역시시설관리공단 직제 규정	개정 2014.  6. 23.  규정 제270호
25		대전광역시시설관리공단 직제 규정	개정 2014. 10. 29.  규정 제275호
26		대전광역시시설관리공단 직제 규정	개정 2015.  4. 13.  규정 제278호
27		대전광역시시설관리공단 직제 규정	개정 2015. 12. 31.  규정 제287호
28		대전광역시시설관리공단 직제 규정	개정 2016.  5. 10.  규정 제290호
29		대전광역시시설관리공단 직제 규정	개정 2017.  1. 12.  규정 제298호
30		대전광역시시설관리공단 직제 규정	개정 2017.  1. 20.  규정 제304호
31		대전광역시시설관리공단 직제 규정	개정 2017.  5. 15.  규정 제306호
32		대전광역시시설관리공단 직제 규정	개정 2017. 10. 11.  규정 제312호
33		대전광역시시설관리공단 직제 규정	개정 2017. 12. 20.  규정 제314호
34		대전광역시시설관리공단 직제 규정	개정 2018.  3. 29.  규정 제316호
35		대전광역시시설관리공단 직제 규정	개정 2018.  5. 31.  규정 제320호
36		대전광역시시설관리공단 직제 규정	개정 2018.  6. 29.  규정 제322호
37		대전광역시시설관리공단 직제 규정	개정 2018.  7. 31.  규정 제323호
38		대전광역시시설관리공단 직제 규정	개정 2018. 11. 28.  규정 제324호
39		대전광역시시설관리공단 직제 규정	개정 2018. 12. 28.  규정 제325호
40		대전광역시시설관리공단 직제 규정	개정 2019.  4. 17.  규정 제331호
41		대전광역시시설관리공단 직제 규정	개정 2019.  8. 13.  규정 제335호
42		대전광역시시설관리공단 직제 규정	개정 2019. 10. 23.  규정 제339호
43		대전광역시시설관리공단 직제 규정	개정 2019. 12. 24.  규정 제341호
44		대전광역시시설관리공단 직제 규정	개정 2020.  1. 31.  규정 제344호
45		대전광역시시설관리공단 직제 규정	개정 2020.  3. 31.  규정 제345호
46		대전광역시시설관리공단 직제 규정	개정 2020.  5. 14.  규정 제347호
47		대전광역시시설관리공단 직제 규정	타)개정 2020. 5. 14.  규정 제348호
48		대전광역시시설관리공단 직제 규정	개정 2020.  12. 14.  규정 제352호
49		대전광역시시설관리공단 직제 규정	개정 2021.  5.  31.  규정 제359호
50		대전광역시시설관리공단 직제 규정	개정 2021.  7.  8.  규정 제363호
51		대전광역시시설관리공단 직제 규정	개정 2021. 12. 24. 규정 제367호
52		대전광역시시설관리공단 직제 규정	타)개정 2021. 12. 24. 규정 제368호
53		대전광역시시설관리공단 직제 규정	개정 2022. 2. 18. 규정 제370호
54		대전광역시시설관리공단 직제 규정	개정 2022. 12. 27. 규정 제374호
55		대전광역시시설관리공단 직제 규정	개정 2023. 7. 7. 규정 제379호
56		대전광역시시설관리공단 직제 규정	개정 2023. 12. 5. 규정 제383호
57		대전광역시시설관리공단 직제 규정	개정 2024. 4. 30. 규정 제399호
58		제3조(직제의 개편) 공단 직제의 개편 및 정원에 관한 사항은 이사회의 의결을 거쳐 시행한다. 다만, 정원에 관한 사항은 대전광역시장의 승인을 받아야 한다.	제1장  총    칙  제1조(목적) 이 규정은 대전광역시시설관리공단(이하 “공단”이라 한다)의 직제에 관한 사항을 규정함을 목적으로 한다.  제2조(적용범위) 공단의 직제에 관하여는 조례 및 시행규칙과 정관에 정한 것을 제외하고는 이 규정에 의한다.  제3조(직제의 개편) 공단 직제의 개편 및 정원에 관한 사항은 이사회의 의결을 거쳐 시행한다. 다만, 정
59		제7조(비상임이사) 공단에 9인 이하의 비상임이사를 둔다. <개정 2021.7.8 규정 제363호>	제2장  구 성 원  제4조(구성원) 공단에 이사장, 이사 및 감사와 직원을 둔다.  제5조(이사장) 이사장은 공단을 대표하고 공단의 업무를 총괄하며 경영을 책임진다.  제6조(상임이사) 상임이사는 이사장을 보좌하고, 각각 공단의 업무를 관장한다. <개정 2016.5.10 규정 제290호, 개정 2018.12.28 규정 제325호>  제7조(비상임이사) 공
60		제11조(고문 등) ①이사장은 업무수행을 위하여 필요할 경우 고문을 위촉할 수 있다.	제8조(감사) 감사는 공단의 감사 업무를 관장한다.  제9조(직무대행) 이사장 유고시에는 직제의 순으로 그 직무를 대행한다.  제10조(직원) 직원은 일반직으로 직급은 1급 내지 8급으로 구분한다. <개정 2017.1.12 규정 제298호>  제11조(고문 등) ①이사장은 업무수행을 위하여 필요할 경우 고문을 위촉할 수 있다.  ②제1항의 운영에 관하여 필
61		제12조(기구) ①공단의 업무수행조직으로 경영본부·기술본부를 둔다. <개정 2014.6.23 규정 제270호, 개정 2016.5.10 규정 제290호, 개정 2018.12.28 규정 제325호, 개정 2021.12.24. 규정 제367호>	제3장  조    직  제12조(기구) ①공단의 업무수행조직으로 경영본부·기술본부를 둔다. <개정 2014.6.23 규정 제270호, 개정 2016.5.10 규정 제290호, 개정 2018.12.28 규정 제325호, 개정 2021.12.24. 규정 제367호>  ②제1항에 따른 경영본부의 하부조직으로 경영지원처·체육시설처·복지사업처를 두고, 기술본부의 하
62		제12조(기구) ①공단의 업무수행조직으로 경영본부·기술본부를 둔다. <개정 2014.6.23 규정 제270호, 개정 2016.5.10 규정 제290호, 개정 2018.12.28 규정 제325호, 개정 2021.12.24. 규정 제367호>	③제2항에 따른 처의 하부조직으로 팀·센터·관을 두고, 이사장 직속으로 안전감사실을 둔다. <개정 2016.5.10 규정 제290호, 개정 2017.12.20 규정 제314호, 개정 2018.7.31 규정 제323호, 개정 2018.12.28 규정 제325호, 개정 2020.5.14 규정 제347호, 개정 2021.12.24. 규정 제367호>  ④공단의 
63		제13조(직위) 제12조에 따른 경영본부장·기술본부장은 상임이사로 보하고, 각 처장․실장․팀장․센터장․관장은 일반직 1급 내지 4급 직원으로 보한다. 다만, 직위 운영에 필요한 사항은 내규로 따로 정한다. <개정 2017.1.12 규정 제298호, 개정 2018.12.28 규정 제325호, 개정 2020.5.14 규정 제347호, 개정 2021.12.24. 규정 제367호>	제13조(직위) 제12조에 따른 경영본부장·기술본부장은 상임이사로 보하고, 각 처장․실장․팀장․센터장․관장은 일반직 1급 내지 4급 직원으로 보한다. 다만, 직위 운영에 필요한 사항은 내규로 따로 정한다. <개정 2017.1.12 규정 제298호, 개정 2018.12.28 규정 제325호, 개정 2020.5.14 규정 제347호, 개정 2021.12.24.
64		제14조(정원·정수) ①일반직의 직급별 정원은 별표 2와 같다. <개정 2001.4.4 규정 제31호, 개정 2001.7.28 규정 제34호, 개정 2002.4.15 규정 제38호, 개정 2003.5.26 규정 제48호, 개정 2003.12.12 규정 제57호, 개정 2004. 1.16 규정 제66호, 개정 2004.12.15 규정 제86호, 개정 2006.3.10 규정 제102호, 개정 2006. 7. 6 규정  제117호 ,개정 2009. 7. 1 규정 제188호, 개정 2009.12.28 제202호, 개정 2010.10.18 규정 제217호, 개정 2010. 10. 27 규정 제218호. 개정 2011.1.1 규정 제221호, 개정 2011.12.30 규정 제233호, 개정 2012. 4. 17 규정 제239호, 개정 2012.12.27 규정 제252호, 개정 2013.8.22 규정 제261호, 개정 2013.12.26 규정 제262호, 개정 2014.10.29 규정 제275호, 개정 2015.4.13. 규정 제278호, 개정 2015.12.31 규정 제287호, 개정 2016.5.10 규정 제290호, 개정 2017.1.12 규정 제298호, 개정 2017.1.20 규정 제304호, 개정 2017.5.15 규정 제306호, 개정 2017.10.11 규정 제312호, 개정 2017.12.20 규정 제314호, 개정 2018.3.29 규정 제316호, 개정 2018.5.31 규정 제320호, 개정 2018.6.29 규정 제322호, 개정 2018.7.31 규정 제323호, 개정 2018.11.28 규정 제324호, 개정 2019.4.17 규정 제331호, 개정 2019.8.13 규정 제335호, 개정 2019.10.23 규정 제339호, 개정 2019.12.24 규정 제341호, 개정 2020.5.14 규정 제347호, 타)개정 2020.5.14 규정 제348호, 개정 2023.7.7. 규정 제379호, 개정 2024.4.30. 규정 제399호>	제14조(정원·정수) ①일반직의 직급별 정원은 별표 2와 같다. <개정 2001.4.4 규정 제31호, 개정 2001.7.28 규정 제34호, 개정 2002.4.15 규정 제38호, 개정 2003.5.26 규정 제48호, 개정 2003.12.12 규정 제57호, 개정 2004. 1.16 규정 제66호, 개정 2004.12.15 규정 제86호, 개정 2006
65		제15조(경영지원처) 경영지원처에는 기획예산팀, 총무인사팀, 경영혁신팀, 재무회계팀, 노사협력팀을 두고, 분장업무는 다음 각 호와 같다.<개정 2017.12.20 규정 제314호, 개정 2018.7.31 규정 제323호, 개정 2018.12.28 규정 제325호, 개정 2022. 12. 27. 규정 제374호>	②공무직 및 청원경찰의 정수는 예산의 범위 내에서 정하되, 공무직의 정수는 공무직 관리 규정에 따르며 청원경찰의 정수는 별표 3과 같다. <타)개정 2020.5.14 규정 제348호, 타)개정 2021.12.24. 규정 제368호, 개정 2022. 12. 27. 규정 제374호>  제4장  업 무 분 장  제15조(경영지원처) 경영지원처에는 기획예산팀, 총
66		1. 서무․의전․공인․보안․문서․통신관리	1. 서무․의전․공인․보안․문서․통신관리  2. 임직원의 임용 및 인사관리  3. 보수 및 복리후생(의료보험, 국민연금 등)에 관한 업무  4. 노무관리 및 노사협의회 조정총괄  5. 고객업무(외․내부고객) 총괄 및 법인․임원등기에 관한 사항  6. 당․숙직 및 방호․소방업무  7. 계약, 지출, 세입 세출외 현금, 금고관리, 결산 및 세무 등 회계업무 총
67		1. 서무․의전․공인․보안․문서․통신관리	8. 차량․중기관리 <개정 2013.12.26 규정 제262호>  9. 삭제 <개정 2013.12.26 규정 제262호>  10. 공단운영 및 사업계획에 관한 사항  11. 의회관련 업무에 관한 사항  12. 이사회 운영에 관한 사항  13. 조직․정원관리에 관한 사항  14. 공단 홍보에 관한 사항  15. 재정운영 및 예산편성, 수입업무에 관한 사항  
68		1. 서무․의전․공인․보안․문서․통신관리	17. 직원 평생학습 및 직원역량개발에 관한 사항  18. 제안제도․제도개선업무 총괄  19. 경영목표 및 경영계획의 수립 등 경영에 관한 사항  20. 경영평가, 이사장평가, 내부평가 등 각종 평가에 관한 사항 <개정 2020.3.31 규정 제345호>  21. 열린혁신과제 발굴, 성과평가 모델개발 등 열린혁신기획 <개정 2017.12.20 규정 제314
